Юзеф-Янош	József-János/R
Юзиев	József/R
Юзиееф	József/R
Юзиер	József/R
Юзиеф	József/R
Юзиоф	József/R
Юзифов	József/R
Юзов	József/R
Юзоф	József/R
Юзыв	József/R
Юзыф	József/R
Юижев	József/R
Юизеф	József/R
Юисеф	József/R
Юйжеф	József/R
Юл	Gyula/R
Юлана	Julianna/R
Юлео	Júlia/R
Юлжев	József/R
Юлзеф	József/R
Юлиа	Júlia/R
Юлиала	Julianna/R
Юлиана	Julianna/R
Юлиани	Julianna/R
Юлианка	Julianna/R
Юлианко	Julianna/R
Юлианна	Julianna/R
Юлианнд	Julianna/R
Юлианне	Julianna/R
Юлианно	Julianna/R
Юлиано	Julianna/R
Юлианца	Julianna/R
Юлие	Júlia/R
Юлиене	Julianna/R
Юлий	Julij;Gyula/R
Юлио	Júlia/R
Юлиомо	Julianna/R
Юлиона	Julianna/R
Юлионо	Julianna/R
Юлиска	Juliska;Júlia;Julianna/R
Юлиусс	Julius;Gyula/R
Юлична	Juliska;Júlia;Julianna/R
Юлиюис	Julius;Gyula/R
Юлиюш	Julius;Gyula/R
(Юлия)	(Júlia)/R
Юлия	Júlia/R
Юлияжа	Julianna/R
Юлияна	Julianna/R
Юлияне	Julianna/R
Юлиянна	Julianna/R
Юлиянно	Julianna/R
Юлйана	Julianna/R
Юлла	Gyula/R
Юлля	Júlia/R
Юлнана	Julianna/R
Юлояна	Julianna/R
Юлсеф	József/R
Юлыана	Julianna/R
Юль	Gyula/R
Юльоно	Julianna/R
Юльчи	Júlcsi;Júlia/R
Юлья	Júlia/R
Юльяко	Julianna/R
Юльяна	Julianna/R
Юльяне	Julianna/R
Юльянло	Júlianna/R
Юльянно	Júlianna/R
Юльянс	Julianna/R
Юльяпа	Julianna/R
Юля	Júlia/R
Юниана	Julianna/R
Юниуш	Julius;Gyula/R
Юожаф	József/R
Юожев	József/R
Юожер	József/R
Юожет	József/R
Юожеф	József/R
Юожиф	József/R
Юозеф	József/R
Юосеф	József/R
Юосиф	József/R
Юоуля	Júlia/R
Юошеф	József/R
Юрай	Juraj;György/R
Юрий	Jurij;György/R
Юрко	Jurkó;Juraj;György/R
Юрь	Juraj;György/R
Юсев	József/R
Юстеф	József/R
Ютеф	József/R
Ютеф-Густав	József-Gusztáv/R
Юужев	József/R
Юужеф	József/R
Юузев	József/R
Юузеф	József/R
Юула	Júlia/R
Юулиана	Julianna/R
Юусафне	Józsefné/R
Юусев	József/R
Юусеф	József/R
Юфеф	József/R
Юхан	János/R
Юшефне	Józsefné/R
Юшоф	József/R
Юштван	István/R
Яанаш	János/R
Ягаштон	Ágoston/R
Ягунтуш	Ágoston/R
Ягуштон	Ágoston/R
Язеф	József/R
Якоб-Бейло	Jákob-Béla/R
Якоб Якоб	Jákob Jákob/R
Яковл	Jakov;Jákob;Jakab/R
Яковле	Jákobné/R
Яковна	Jákobné/R
Яковне	Jákobné/R
Яковни	Jákobné/R
Якуштун	Ágoston/R
Яладар	Aladár/R
Ямуш	János/R
Ян	Jan;Ján;János/R
Яна	János/R
Яндраш	András/R
Яне	János;Jenő/R
Янев	János/R
Яней	János/R
Янеу	János/R
Яни	János;Jenő/R
Янив	János/R
Яной-Лоренц	János-Lőrinc/R
янош	János/R
Янош	János/R
Янош Бейло-Шандор-Ксавер	János-Béla-Sándor-Xavér/R
Янош-Бейло-Шандор-Ксавер	János-Béla-Sándor-Xavér/R
Янош-Густав	János-Gusztáv/R
Янош Дюла	János-Gyula/R
Яношевич	Jánosevics/R
Янош Золтан	János Zoltán/R
Янош-Имре	János-Imre/R
Янош-Иозеф	János-József/R
Янош-Иштв	János-István/R
Янош-Иштван	János-István/R
Янош Иштвац	János István/R
Яношке-Анна-Мари	Jánosné-Anna-Mária;Jánosné-Annamária/R
Янош-Мигай	János-Mihály/R
Яношней-Мотыльд	Jánosné-Matild/R
Яношнел	Jánosné/R
Яношной	Jánosné/R
Яношный	Jánosné/R
Яношнэй-Агота	Jánosné-Ágota/R
Янош-Ондрош	János-András/R
Янош-Орбон	János-Orbán/R
Янош-Петерш	János-Péter/R
Янош-Томаш	János-Tamás/R
Янош-Ференц	János-Ferenc/R
Янош-Фридеш	János-Frigyes/R
Янош-Шандор	János-Sándor/R
Янош-Юзеф	János-József/R
Януи	János/R
Януй	János/R
Януйны	Jánosné/R
Янул	János/R
Янут	János/R
Януш	János/R
Янушев	János/R
Януш-Иван	János-Iván/R
Янушимре	János Imre/R
Януш-Имре	János-Imre/R
Януш-Иозеф	János-József/R
Янушка	Jánoska;Jánosné/R
Янушке	Jánosné/R
Янушлей	Jánosné/R
Янушна	Jánosné/R
Янушна Катд	Jánosné-Kata/R
Янушне	Jánosné/R
Янушней	Jánosné/R
Янушнет	Jánosné/R
Янушне-Терезич	Jánosné-Terézia/R
Янушни	Janosné/R
Янушно	Jánosné/R
Янушны	Janosné/R
Янушный	Jánosné/R
Янушов	János/R
Януш-Пал	János-Pál/R
Януш Юзеф	János József/R
Яную	János/R
Яны	Jani;János/R
Янышь	János/R
Янэ	János/R
Яню	János;Jenő/R
Яняш	János/R
Яожеф	József/R
Яонаш	Jónás;János/R
Яоюш	János/R
Ярнад	Árpád/R
Яромияш	Jeremiás/R
Ярпад	Árpád/R
Ярпат	Árpád/R
Яс-ференс	Jász Ferenc/R
Яужев	József/R
Яужеф	József/R
Яузеф	József/R
Яушев	József/R
Яшош-Иштван	János-István/R
Яшуш	János/R
Яынеш	János/R
